binomial_name,country,continent,group,year_last_seen,threat_NA,action_NA,red_list_category,threat,threathened,action,actioned
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,1,EA,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,LWP,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,SM,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,LP,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,RM,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,1,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,1,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,1,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,1,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,1,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,EA,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,LWP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,SM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,LP,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,RM,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,AA,1,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,AA,1,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,AA,1,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,AA,1,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,AA,1,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,BRU,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,BRU,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,BRU,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,BRU,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,BRU,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,RCD,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,RCD,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,RCD,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,RCD,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,RCD,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,ISGD,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,ISGD,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,ISGD,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,ISGD,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,ISGD,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,EPM,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,EPM,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,EPM,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,EPM,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,EPM,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,CC,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,CC,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,CC,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,CC,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,CC,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,HID,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,HID,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,HID,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,HID,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,HID,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,P,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,P,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,P,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,P,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,P,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,TS,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,TS,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,TS,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,TS,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,TS,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,NSM,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,NSM,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,NSM,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,NSM,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,NSM,0,EA,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,GE,0,LWP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,GE,0,SM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,GE,0,LP,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,GE,0,RM,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,NA,1,Extinct,GE,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,AA,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,AA,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,AA,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,AA,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,AA,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,RCD,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,RCD,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,RCD,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,RCD,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,RCD,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,1,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,1,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,1,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,1,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,1,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,EPM,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,EPM,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,EPM,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,EPM,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,EPM,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,CC,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,CC,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,CC,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,CC,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,CC,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,HID,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,HID,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,HID,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,HID,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,HID,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,P,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,P,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,P,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,P,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,P,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,TS,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,TS,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,TS,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,TS,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,TS,0,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,NSM,1,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,NSM,1,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,NSM,1,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,NSM,1,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,NSM,1,EA,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,GE,0,LWP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,GE,0,SM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,GE,0,LP,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,GE,0,RM,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,NA,1,Extinct,GE,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,1,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,1,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,1,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,1,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,1,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,1,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,1,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,1,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,1,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,1,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,EA,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,LWP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,SM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,LP,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,RM,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,EA,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,AA,0,LWP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,AA,0,SM,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,AA,0,LP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,AA,0,RM,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,AA,0,EA,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,BRU,1,LWP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,BRU,1,SM,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,BRU,1,LP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,BRU,1,RM,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,BRU,1,EA,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,RCD,0,LWP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,RCD,0,SM,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,RCD,0,LP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,RCD,0,RM,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,RCD,0,EA,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,ISGD,0,LWP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,ISGD,0,SM,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,ISGD,0,LP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,ISGD,0,RM,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,ISGD,0,EA,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,EPM,0,LWP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,EPM,0,SM,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,EPM,0,LP,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,NA,NA,Extinct in the Wild,EPM,0,RM,0
